ph,tds,temperature,label
6.524482492712616,442.7381511552595,27.715227293932355,1
6.666724215482112,291.9103338941858,44.53074945129637,1
6.187753140031575,290.42858716933654,29.482090004043297,1
6.522043410863963,268.52696817540414,33.06309061893481,0
6.262632391875964,483.5073956953901,27.06164504535774,1
6.567672335556758,686.7821597878851,29.412934914596484,1
5.242148478946219,341.1863532340969,25.397057935722945,1
6.390901936521148,261.8786467070506,22.46234685173834,0
6.454673073970652,371.8775469752959,23.31485521253618,0
5.615185379028996,305.66053584592987,20.725887573711056,1
6.427322391615631,624.8862108207712,32.03504140972235,1
6.874241196685159,267.341542885173,27.94620133748604,0
6.527204639721421,483.4096912681224,26.24523808891011,1
6.682803289509352,278.68455433654606,19.7786660311834,0
5.722880044543302,305.3289685584405,26.53110539923935,1
6.6564215347941875,539.0658828691968,33.64009428674651,1
6.6197896244786145,294.88273487319333,11.276334925831318,1
6.697055222317653,518.7706021465788,31.508318240447835,1
6.809897034618147,248.51473761324962,30.90107355602082,0
5.585331178765167,348.95548744298287,31.69706336150474,1
6.743838559095101,280.1364827304413,32.614890265309995,0
6.433091321841732,290.5635473413344,29.62301864904709,0
6.5719072101074385,505.92267418368186,23.534346892075686,1
6.652290258334132,271.9729602413882,11.276334925831318,1
6.509957347998519,301.41527539202616,28.824085395062394,0
6.550173543906697,296.5884437602404,27.252117506314022,0
6.634054087228638,380.2647190811608,44.53074945129637,1
6.625463072500975,326.4463512689276,11.276334925831318,1
5.488584741808164,353.9186349305006,22.838686647110816,1
6.765912228495296,487.88116547954894,19.900640028041153,1
6.506167609875651,323.4732838137052,24.559016618449032,0
5.420653971752598,373.49433669295445,32.50092282009982,1
6.527934090762819,348.7201048520961,23.451989217458603,0
6.585750826675534,265.2721848988133,33.372261551763806,0
6.393473069947896,400.6043448789138,21.920545379479346,1
6.614096655879047,310.0029537581995,31.737550613492893,0
6.602563611148463,344.395882885807,31.550156081446353,0
6.749807766345918,279.3098727641344,18.914637971785744,0
6.780714316692229,332.51643781411656,24.93113801183113,0
6.724574111608065,272.04641747183217,29.946370234115218,0
6.638042268364041,258.65341641131533,28.60785020100814,0
6.5859121030495205,390.0,26.281934088968846,0
6.6588424756208395,295.3182097739632,11.276334925831318,1
6.39756953425763,342.0565889824605,26.466171136416744,0
6.673780953661508,375.68956139485846,19.9876719777672,0
6.7379333497038925,293.0540698333248,23.29512371307557,0
6.587903204760812,489.5214768939226,29.390718632273135,1
6.167443933814102,508.31504489240046,22.40232062364737,1
6.685660340349842,300.6764378496866,18.83234358053093,0
7.159865590521401,563.7559640873708,28.29137165467723,1
5.755769935656319,310.1026237405706,15.950390171000626,1
6.528058835703451,301.71024074216103,25.800248471974673,0
6.754901475057218,490.2658390544836,16.763657223295723,1
6.753572803110165,317.9879915548617,35.0,0
6.861844747779265,348.3078508680155,11.276334925831318,1
6.6620771856848835,364.6385423017826,44.53074945129637,1
6.500412975859778,374.291973491246,27.80223980940274,0
6.586505253193377,248.4795063025179,25.348783882265824,0
5.628437816611077,343.62162456099185,37.106494254065545,1
6.597179967426766,316.0405771202742,29.557711418985257,0
6.568946146910134,607.6207505995636,30.74369409432063,1
6.795241753188723,298.3056795754716,26.483649619158765,0
6.669176060475094,314.559608251551,25.829403396754433,0
5.657398104708949,365.0608996458117,37.98648265373997,1
5.746331412353846,319.4760807317717,23.50152606756123,1
6.971247140130569,355.7100609597389,32.289299516468525,0
6.833381200801105,294.0755781880727,31.099364827135616,0
6.465829920438175,304.0497104560973,44.53074945129637,1
6.608728662315998,280.4869405397495,27.820403124445434,0
